YrPlayer,Year,Rank,Player,Team,AVG,G,PA,AB,R,H,1B,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,SB,CS,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,ISO,SECA,TA,RC,RC/27,wOBA,XR
2003조성환,2003,11,조성환,롯데,0.307,129,543,486,73,149,116,25,2,6,196,38,7,1,37,3,23,11,12,57,5,0.403,0.369,0.772,43,0.279,0,0.096707819,0.197530864,0.728045326,75.10600368,5.617346536,0.340827392,71.744
2003박재홍,2003,12,박재홍,KIA,0.301,108,461,392,71,118,79,15,5,19,200,66,6,2,60,1,14,9,1,84,11,0.51,0.393,0.903,36,0.315,0,0.209183673,0.375,0.904761905,78.30663774,7.000924567,0.3904163,74.728
2003이승엽,2003,13,이승엽,삼성,0.301,131,596,479,115,144,65,23,0,56,335,144,0,6,101,9,7,0,10,89,11,0.699,0.428,1.127,41,0.346,0,0.39874739,0.624217119,1.309248555,150.772349,11.5649245,0.464073254,135.178
2003이영우,2003,14,이영우,한화,0.297,133,590,498,90,148,100,28,4,16,232,71,3,3,78,7,18,9,8,71,7,0.466,0.399,0.865,42,0.311,0,0.168674699,0.343373494,0.893442623,97.92264407,7.107288682,0.375401724,92.902
2003김한수,2003,15,김한수,삼성,0.295,131,532,478,67,141,100,23,1,17,217,70,4,4,29,0,5,2,17,57,20,0.454,0.354,0.808,37,0.294,0,0.158995816,0.225941423,0.740947075,73.10864662,5.378565282,0.352657197,71.434
2003이숭용,2003,16,이숭용,현대,0.294,133,573,511,70,150,107,25,0,18,229,76,7,4,47,0,4,2,4,69,10,0.448,0.355,0.803,46,0.246,0,0.154598826,0.250489237,0.756032172,82.48052356,5.799411813,0.350568905,79.858
2003박종호,2003,17,박종호,현대,0.293,131,597,502,90,147,111,26,4,6,199,61,26,4,47,0,6,4,18,53,6,0.396,0.371,0.767,43,0.255,0,0.103585657,0.201195219,0.728767123,79.38566164,5.426361682,0.341504378,76.846
2003마해영,2003,18,마해영,삼성,0.291,132,573,502,90,146,83,25,0,38,285,123,1,4,56,3,1,1,10,89,22,0.568,0.371,0.939,42,0.344,0.5,0.27689243,0.388446215,0.926121372,100.4371728,7.061988711,0.398671353,96.878
2003장원진,2003,19,장원진,두산,0.29,124,429,386,46,112,83,23,1,5,152,48,4,4,31,1,1,1,4,38,6,0.394,0.346,0.74,30,0.272,0.391,0.103626943,0.183937824,0.665480427,54.01585082,5.046463571,0.324962264,52.426
2003진갑용,2003,20,진갑용,삼성,0.29,126,485,435,64,126,83,20,2,21,213,53,2,2,36,3,1,1,10,34,13,0.49,0.356,0.846,29,0.228,0.6,0.2,0.282758621,0.801857585,73.87884536,6.100088149,0.36445625,71.378
2003이호준,2003,21,이호준,SK,0.29,133,554,473,86,137,80,20,1,36,267,102,2,1,69,4,9,7,9,80,6,0.564,0.389,0.953,35,0.313,0.5,0.274841438,0.424947146,0.994269341,106.6443321,8.180105021,0.406850365,100.17
2003홍세완,2003,22,홍세완,KIA,0.29,129,549,487,75,141,92,26,1,22,235,100,5,9,45,0,7,7,3,54,13,0.483,0.347,0.83,39,0.31,0,0.19301848,0.285420945,0.773224044,79.543898,5.651803279,0.356875,79.928
2003디아즈,2003,23,디아즈,SK,0.285,112,485,439,56,125,77,26,0,22,217,63,0,4,32,1,5,0,10,47,11,0.494,0.344,0.838,37,0.215,0,0.209567198,0.293849658,0.812307692,74.73204124,6.133024661,0.360882231,72.764
2003조경환,2003,24,조경환,SK,0.285,121,441,376,63,107,63,20,1,23,198,68,8,1,45,0,2,6,11,103,10,0.527,0.376,0.903,32,0.314,0.2,0.242021277,0.35106383,0.877192982,72.76,6.682040816,0.389829099,69.496
2003박진만,2003,25,박진만,현대,0.283,129,515,421,68,119,77,26,0,16,193,48,22,4,55,0,6,5,13,66,14,0.458,0.379,0.837,33,0.232,0,0.175771971,0.308788599,0.816199377,74.15487379,5.76997577,0.367279919,72.332
2003조원우,2003,26,조원우,SK,0.281,128,518,452,65,127,101,18,0,8,169,48,13,4,35,1,13,5,14,65,7,0.374,0.349,0.723,39,0.316,0.143,0.092920354,0.188053097,0.670623145,62.39598456,4.759015771,0.321380952,61.93
2003김상훈,2003,27,김상훈,KIA,0.279,125,467,423,43,118,87,23,1,7,164,46,10,1,30,2,3,2,3,69,9,0.388,0.33,0.718,29,0.27,0.333,0.108747045,0.182033097,0.626582278,53.76359743,4.439196118,0.315015385,51.558
2003홍원기,2003,28,홍원기,두산,0.273,124,453,384,43,105,83,13,1,8,144,42,9,3,54,2,0,3,3,65,7,0.375,0.365,0.74,25,0.277,0.667,0.1015625,0.234375,0.685121107,55.20988962,4.952382126,0.3300181,54.91
2003마르티네스,2003,29,마르티네스,LG,0.273,131,552,483,70,132,84,29,2,17,216,70,1,7,53,1,27,14,8,67,3,0.447,0.35,0.797,31,0.242,0,0.173913043,0.310559006,0.788043478,79.64637681,5.719287697,0.346525455,79.864
2003정경배,2003,30,정경배,SK,0.272,119,425,372,55,101,73,16,0,12,153,51,12,3,27,0,9,3,11,56,3,0.411,0.337,0.748,22,0.279,0,0.139784946,0.228494624,0.711191336,54.87736471,5.074276873,0.329150121,54.522
2003전준호,2003,31,전준호,현대,0.269,129,533,442,79,119,94,16,6,3,156,38,20,2,58,0,20,9,10,56,3,0.353,0.365,0.718,35,0.264,0,0.083710407,0.239819005,0.701492537,64.31578947,4.864219372,0.324683594,63.832
2003강동우,2003,32,강동우,삼성,0.266,130,520,443,61,118,86,19,4,9,172,57,15,4,53,0,8,4,5,51,17,0.388,0.349,0.737,32,0.324,0.333,0.121896163,0.250564334,0.676300578,59.94923077,4.434600632,0.3268,59.812
2003이도형,2003,33,이도형,한화,0.266,125,420,365,40,97,62,19,0,16,164,58,10,4,37,3,0,1,4,46,13,0.449,0.337,0.786,23,0.253,0.222,0.183561644,0.282191781,0.723404255,53.48533333,4.87872973,0.339068796,53.652
2003전상렬,2003,34,전상렬,두산,0.262,125,436,386,58,101,81,15,4,1,127,29,4,2,30,0,7,6,14,56,4,0.329,0.336,0.665,27,0.245,0.125,0.067357513,0.147668394,0.583050847,44.9587156,4.032841598,0.300293981,44.522
2003박용택,2003,35,박용택,LG,0.257,133,555,494,68,127,89,21,6,11,193,51,6,5,40,2,42,12,9,83,7,0.391,0.321,0.712,31,0.268,0.25,0.133603239,0.275303644,0.704663212,65.96833935,4.486511744,0.311401099,67.706
2003조인성,2003,36,조인성,LG,0.257,132,456,428,43,110,69,20,2,19,191,58,1,4,15,0,0,1,8,67,17,0.446,0.292,0.738,26,0.257,0,0.189252336,0.221962617,0.633928571,50.33267544,3.985285152,0.317725275,51.914
2003브리또,2003,37,브리또,삼성,0.255,102,433,380,59,97,59,17,1,20,176,58,9,3,31,0,2,2,10,58,8,0.463,0.325,0.788,23,0.25,0,0.207894737,0.289473684,0.740614334,57.33099307,5.075202665,0.341790094,57.816
2003김종국,2003,38,김종국,KIA,0.25,125,539,464,67,116,86,23,1,6,159,46,14,3,53,0,31,11,4,67,3,0.343,0.33,0.673,27,0.238,0,0.092672414,0.25,0.651933702,58.74724907,4.185160224,0.302265267,59.384
2003박경완,2003,38,박경완,SK,0.25,122,428,336,49,84,51,16,2,15,149,60,21,3,59,2,6,6,9,93,8,0.443,0.373,0.816,19,0.265,0,0.193452381,0.369047619,0.815789474,58.60485981,5.456314534,0.358362963,58.366
2003김민재,2003,40,김민재,SK,0.211,129,452,369,43,78,57,16,1,4,108,36,30,5,44,0,14,7,4,42,13,0.293,0.299,0.592,16,0.242,0,0.081300813,0.219512195,0.524115756,34.22955752,2.671092639,0.269234597,35.134
2004브룸바,2004,1,브룸바,현대,0.343,132,594,475,92,163,104,25,1,33,289,105,0,4,114,10,7,8,1,79,10,0.608,0.468,1.076,49,0.363,0,0.265263158,0.503157895,1.221212121,140.9515152,11.39428416,0.454544521,124.528
2004이진영,2004,2,이진영,SK,0.342,117,483,404,74,138,103,19,1,15,204,63,6,2,66,6,8,6,5,49,9,0.505,0.438,0.943,37,0.333,0.25,0.163366337,0.331683168,0.985765125,92.06766046,8.601476928,0.408636943,84.258
2004홍성흔,2004,3,홍성흔,두산,0.329,133,552,501,62,165,122,27,2,14,238,86,3,2,36,2,10,7,10,70,8,0.475,0.384,0.859,44,0.336,0,0.145708583,0.223552894,0.817663818,91.33884058,6.927383977,0.373855576,84.8
2004김태균,2004,4,김태균,한화,0.323,129,556,473,76,153,103,26,1,23,250,106,0,7,70,3,2,1,6,99,11,0.529,0.412,0.941,45,0.329,0,0.205073996,0.355179704,0.984939759,106.8061511,8.506684599,0.403779385,98.918
2004이병규,2004,5,이병규,LG,0.323,129,562,496,95,160,118,26,2,14,232,64,3,1,50,1,8,4,12,72,14,0.468,0.397,0.865,45,0.28,0.333,0.14516129,0.254032258,0.84180791,92.23558719,6.956315235,0.37905914,85.604
2004김기태,2004,6,김기태,SK,0.32,126,465,403,60,129,95,24,0,10,183,67,4,1,57,6,2,4,0,55,10,0.454,0.403,0.857,36,0.362,0.286,0.133995037,0.270471464,0.826388889,73.94150538,6.813722338,0.373558242,68.83
2004이영우,2004,7,이영우,한화,0.319,131,572,483,94,154,107,31,3,13,230,60,6,2,73,5,20,12,8,66,13,0.476,0.415,0.891,40,0.265,0.333,0.157349896,0.32505176,0.901129944,97.04055944,7.237831781,0.388327986,90.542
2004양준혁,2004,8,양준혁,삼성,0.315,133,584,479,95,151,93,30,0,28,265,103,1,2,89,8,5,2,13,53,10,0.553,0.434,0.987,44,0.341,0,0.237995825,0.43006263,1.088235294,121.160274,9.53739766,0.42244,109.776
2004페레즈,2004,9,페레즈,롯데,0.314,125,532,490,60,154,119,17,0,18,225,86,1,3,33,6,7,6,5,66,19,0.459,0.362,0.821,48,0.351,0,0.144897959,0.214285714,0.731301939,75.03699248,5.550681636,0.354049524,72.732
2004박한이,2004,10,박한이,삼성,0.31,132,587,503,81,156,112,26,2,16,234,63,7,3,69,3,13,9,5,57,8,0.465,0.397,0.862,50,0.314,0.333,0.155069583,0.300198807,0.857142857,95.94797274,6.926725305,0.376117851,90.934
2004이범호,2004,11,이범호,한화,0.308,133,541,481,80,148,87,35,3,23,258,74,5,4,48,1,6,3,3,80,8,0.536,0.371,0.907,42,0.287,0,0.228690229,0.334719335,0.906976744,96.88428835,7.41041299,0.388147664,90.42
2004김재현,2004,12,김재현,LG,0.3,120,458,373,56,112,77,18,3,14,178,62,0,7,66,5,1,1,12,58,10,0.477,0.415,0.892,29,0.274,0.6,0.1769437,0.353887399,0.941176471,78.61148472,7.607563037,0.386534216,75.606
2004박용택,2004,13,박용택,LG,0.3,109,435,393,51,118,85,15,2,16,185,58,6,1,32,3,10,4,3,68,4,0.471,0.357,0.828,36,0.294,0.125,0.170483461,0.267175573,0.798586572,67.38666667,6.273931034,0.357544601,64.406
2004장성호,2004,14,장성호,KIA,0.3,130,561,474,78,142,94,29,0,19,228,80,0,4,76,5,11,7,7,61,11,0.481,0.401,0.882,37,0.31,0,0.181434599,0.35021097,0.9,94.48941176,7.206819541,0.382672662,89.792
2004라이온,2004,15,라이온,롯데,0.3,102,438,404,52,121,81,28,0,12,185,55,1,3,25,2,3,1,5,66,5,0.458,0.346,0.804,30,0.23,0,0.158415842,0.225247525,0.750865052,64.85936073,5.976801159,0.347124138,61.482
2004정경배,2004,16,정경배,SK,0.296,105,421,362,51,107,75,23,0,9,157,47,13,3,32,0,2,4,11,63,9,0.434,0.368,0.802,38,0.3,0,0.138121547,0.220994475,0.73880597,57.77429929,5.492627045,0.352419118,55.566
2004박경완,2004,17,박경완,SK,0.295,132,526,410,94,121,67,19,1,34,244,79,6,2,94,3,2,5,14,126,9,0.595,0.44,1.035,33,0.287,0.2,0.3,0.52195122,1.151815182,113.0180608,9.811857372,0.440357834,103.022
2004강동우,2004,18,강동우,삼성,0.295,132,497,438,59,129,103,22,1,3,162,49,7,1,49,4,9,5,2,45,13,0.37,0.367,0.737,28,0.291,0.231,0.075342466,0.196347032,0.663608563,59.66945674,4.809180095,0.327185185,57.37
2004이숭용,2004,19,이숭용,현대,0.293,133,549,468,60,137,99,29,0,9,193,85,4,6,58,6,0,3,13,87,17,0.412,0.382,0.794,38,0.303,0,0.11965812,0.237179487,0.743589744,73.65901639,5.50912311,0.348439703,71.584
2004전준호,2004,20,전준호,현대,0.292,132,581,487,88,142,121,10,7,4,178,48,24,2,63,2,53,7,5,64,4,0.366,0.377,0.743,39,0.314,1,0.073921971,0.297741273,0.820224719,80.91524957,5.719140676,0.332753153,79.638
2004데이비스,2004,21,데이비스,한화,0.291,119,510,440,70,128,82,26,1,19,213,77,2,4,61,4,9,5,3,89,12,0.484,0.378,0.862,37,0.27,1,0.193181818,0.340909091,0.854103343,81.11764706,6.537840211,0.371861111,77.868
2004마틴,2004,22,마틴,LG,0.291,107,420,358,45,104,75,16,4,9,155,52,0,5,51,3,7,0,6,57,7,0.433,0.383,0.816,26,0.312,0,0.142458101,0.304469274,0.83908046,64.26933333,6.523578947,0.356848921,62.454
2004김동주,2004,23,김동주,두산,0.286,124,517,430,72,123,84,19,1,19,201,76,0,2,69,3,4,6,16,67,14,0.467,0.402,0.869,30,0.313,1,0.181395349,0.337209302,0.868501529,81.97818182,6.727692733,0.381307393,78.904
2004박진만,2004,24,박진만,현대,0.286,129,506,434,65,124,89,18,0,17,193,69,10,5,48,2,6,3,9,67,10,0.445,0.365,0.81,34,0.295,1,0.158986175,0.276497696,0.783281734,72.45249012,5.78762495,0.353384615,71.374
2004장원진,2004,25,장원진,두산,0.284,130,486,429,51,122,98,15,4,5,160,49,5,3,44,1,5,8,5,54,5,0.373,0.356,0.729,37,0.287,0.143,0.088578089,0.184149184,0.64375,58.27144033,4.796734417,0.3239,57.468
2004손인호,2004,26,손인호,롯데,0.284,122,480,408,54,116,88,21,2,5,156,42,1,4,62,2,3,2,5,75,5,0.382,0.382,0.764,29,0.259,0.333,0.098039216,0.25245098,0.74916388,64.922,5.766098684,0.341163522,63.69
2004심재학,2004,27,심재학,KIA,0.282,128,469,372,64,105,58,23,2,22,198,81,3,9,79,4,1,4,6,54,7,0.532,0.408,0.94,25,0.346,0.667,0.25,0.454301075,1.007194245,86.18716418,8.024322182,0.400004329,83.158
2004박종호,2004,28,박종호,삼성,0.282,132,587,514,78,145,112,25,0,8,194,59,13,4,47,0,7,2,9,55,10,0.377,0.35,0.727,41,0.266,0,0.095330739,0.196498054,0.669291339,71.16960818,4.828088997,0.323818815,69.83
2004마해영,2004,29,마해영,KIA,0.281,124,519,437,54,123,96,16,0,11,172,71,1,11,56,4,4,3,14,68,19,0.394,0.373,0.767,29,0.289,0.667,0.112128146,0.242562929,0.723214286,65.06566474,5.048198126,0.337848249,66.836
2004이호준,2004,30,이호준,SK,0.28,133,578,497,87,139,85,22,2,30,255,112,2,6,69,5,7,7,4,75,12,0.513,0.368,0.881,39,0.288,0,0.233400402,0.3722334,0.870026525,93.65508651,6.568019054,0.376238179,92.05
